survey,id,state,city,gender,age,marital_status,no_kids,education,employment ,career,race,income,US_census_region,US_census_division,community,distance_from_coast,political,poltical2,Q4_fishing,Q4_hunting,Q4_fish_hunt,Q6_overfish_deforest,Q6_melt_extremes,Q6_plastic_waste,Q6_oil_toxics,Q6_oa_soil,Q6_none,Q6_total_awareness,Q7_overfish_deforest,Q7_melt_extremes,Q7_plastic_waste,Q7_oil_toxics,Q7_oa_soil,Q7_none,Q8_coast,Q8_ocean,Q8_fw,Q8_forest,Q8.5_plains,Q8_mountains,Q9_percent,Q10_animal_health,Q11_habitat_health,Q13_concern_fish,Q19_scenario_effective,Q20_protected_area,Q20_captive_breed,Q20_relocate,Q20_regulations,Q20_education,Q20_supplament,Q21_invest_govregs,Q21.2_partnerships,Q21_donate_ngo,Q21_market,Q21_programs,Q21_penalties,Q21_none,Q21_total_funds,,,,
Ocean,-237915443,South Carolina,Boiling Springs,female,54+,divorced,zero,high_school,homemaker,homemaker,white,lower_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,1,0,0,1,,,,
Ocean,-1868332242,California,Torrance,male,45 - 54,married,two,university,employed_for_wages,other,white,high_iii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,Yes,Both,1,0,1,1,1,0,0.8,1,0,1,1,1,0,1,0.8,1,1,1,0.8,70,0.4,0.4,0.4,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,361674297,Colorado,Denver,female,35 - 44,living_with_partner,zero,university,employed_for_wages,software,white,lower_ii,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,No,No,None,1,1,1,1,0,0,0.8,0.5,0.5,0.5,0.5,0,0,1,1,1,0.8,1,0.8,55,0.4,0.4,0.8,1,1,0.8,0.6,1,1,0.8,1,1,1,0,1,1,0,5,,,,
Ocean,1327792838,Arizona,Chandler,male,18 - 24,single,zero,high_school,student,legal_services,white,high_ii,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Right (Republican) ,Right,Yes,No,Fish,1,1,1,1,1,0,1,1,1,0.25,0.75,0.25,0,0.8,1,1,1,0.4,0.8,50,0.6,0.6,0.8,0.4,0.4,0.6,0.6,0.2,0.6,0.4,0,1,0,0,0,0,0,1,,,,
Ocean,-328637775,Maryland,Silver Spring,female,54+,single,zero,university,self_employed,other,white,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,0,1,1,0,0,0,0.4,0,0.5,0.5,0,0,0,0.8,0.6,0.6,0.6,0.6,0.6,35,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0,1,0,0,1,1,0,3,,,,
Ocean,373469505,Kentucky,Elizabethtown,female,54+,married,zero,university,retired,homemaker,white,lower_ii,South,East South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.8,0.8,0.6,0.8,0.6,1,50,0.6,0.6,0.6,1,0.8,0.8,0.6,0.8,0.8,0.8,0,0,0,0,0,1,0,1,,,,
Ocean,1154134966,Maryland,Baltimore,female,25 - 34,married,four,high_school,homemaker,other,white,lower_i,South,South Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I prefer not to say,Wont say,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,65,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,1,0,1,,,,
Ocean,-521288434,Louisiana,Lafayette,female,25 - 34,single,zero,high_school,other,finance_and_insurance,white,lower_ii,South,West South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",I live very close to the coast. It’s a short drive away,Strong Right,Right,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.25,0,0,0,1,1,1,1,1,1,90,0.2,1,1,0.8,1,1,1,1,1,1,0,0,0,0,0,1,0,1,,,,
Ocean,-2088330672,Georgia,Macon,male,25 - 34,married,zero,university,employed_for_wages,arts_entertainment_or_recreation,white,lower_ii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Right (Republican) ,Right,No,No,None,0,1,1,0,0,0,0.4,0,0.75,0.5,0,0,0,0.6,0.6,0.4,0.6,0.8,0.6,45,0.4,0.6,0.6,0.6,1,0.6,0.6,0.8,0.8,0.6,0,1,0,0,0,0,0,1,,,,
Ocean,715721525,North Carolina,Raleigh,female,18 - 24,married,zero,high_school,self_employed,other,black,lower_i,South,South Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,No,No,None,0,1,0,0,0,0,0.2,0,0.5,0,0,0,0,0.4,0.8,0.4,0.4,0.2,0.6,45,1,0.6,0.2,0.4,0.4,0.2,0.6,0.2,0.4,0.8,0,1,0,0,0,0,0,1,,,,
Ocean,1361899604,Kentucky,Stanton,female,54+,married,zero,vocational_technical_college,homemaker,homemaker,white,lower_ii,South,East South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,No,No,None,0,0,1,1,0,0,0.4,0,0,0.5,0.5,0,0,0.8,0.8,0.8,0.6,0.6,0.6,30,0.6,0.6,0.6,0.6,1,0.6,0.6,1,1,1,0,0,1,0,1,0,0,2,,,,
Ocean,440513853,New York,Perry,female,35 - 44,married,two,university,unemployed_looking,broadcasting,white,middle_ii,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,Yes,No,Fish,0,1,0,0,1,0,0.4,0,0.5,0,0,0.25,0,0.8,0.6,0.6,0.8,1,0.6,75,0.4,0.4,1,0.6,0.8,0.8,0.6,0.8,0.6,0.8,0,1,0,1,1,0,0,3,,,,
Ocean,-2072399444,California,Mira Loma,female,35 - 44,living_with_partner,zero,university,unemployed_looking,homemaker,multiracial,middle_i,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Strong Left,Left,No,No,None,0,1,1,1,1,0,0.8,0,0.5,0.5,1,0.5,0,1,0.8,0.8,0.8,0.6,0.8,65,0.4,0.4,0.6,0.8,1,1,1,1,1,0.8,0,1,0,0,0,0,0,1,,,,
Ocean,-291517700,California,Bakersfield,female,54+,widowed,zero,university,retired,other,white,lower_ii,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,0,1,1,0,0,0,0.4,0,0.5,0.75,0,0,0,0.6,0.6,1,1,0.6,1,50,0.4,0.4,0.8,0.4,0.8,0.8,0.8,1,1,0.8,0,1,0,0,0,0,0,1,,,,
Ocean,476664114,Maryland,Baltimore,male,54+,married,zero,vocational_technical_college,unable_to_work,other,black,lower_ii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,1,1,1,1,0,0,0.8,1,1,1,1,0,0,1,1,1,1,0.8,1,55,0.2,0.2,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,-1443870768,Connecticut,Bloomfield,male,45 - 54,single,zero,university,unemployed_looking,other,white,lower_ii,Northeast,New England,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",Less than 1-hour drive away / 10 - 59 miles away,Strong Right,Right,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.8,0.8,1,0.8,0.8,0.8,50,0.8,0.6,0.8,1,1,0.6,0.8,1,1,1,0,0,0,0,1,0,0,1,,,,
Ocean,1544010666,Utah,Centerville,female,54+,married,zero,university,retired,other,hispanic,prefer_not_to_say,West,Mountain,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,I prefer not to say,Wont say,Yes,No,Fish,0,1,1,1,0,0,0.6,0,0.5,0.75,1,0,0,0.8,0.6,0.8,0.8,0.8,0.6,65,0.4,0.6,1,1,0.4,0.8,0.8,1,1,0.8,1,0,0,0,1,1,0,3,,,,
Ocean,-533842386,Mississippi,Poplarville,female,45 - 54,divorced,two,university,employed_for_wages,health_care_and_social_assistance,white,middle_i,South,East South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Strong Left,Left,No,No,None,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.6,0.6,0.4,0.6,0.4,0.6,100,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0,0,0,0,0,1,,,,
Ocean,1755332815,California,Lodi,male,54+,living_with_partner,zero,university,retired,other,white,lower_ii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,0,1,0,0.8,0.5,0.5,0.5,0,0.5,0,0.6,0.8,1,0.8,0.8,0.6,40,0.6,0.6,0.8,0.4,1,1,0.8,1,0.8,0.8,0,1,1,0,0,1,0,3,,,,
Ocean,1688651668,Michigan,Taylor,male,54+,married,one,high_school,retired,construction,white,middle_i,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,No,No,None,0,0,1,1,0,0,0.4,0,0,0.5,0.5,0,0,0.8,0.6,0.6,0.6,0.6,0.6,50,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.6,0,0,1,0,1,1,0,3,,,,
Ocean,1396923900,Virginia,Staunton,female,54+,widowed,zero,high_school,unable_to_work,other,white,lower_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,0,0,1,1,0,0,0.4,0,0,0.5,0.5,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,-1711227750,Maryland,Elkton,female,54+,married,zero,high_school,retired,other,black,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0,0,0,0,0,1,,,,
Ocean,395563125,Nevada,Boulder City,female,54+,married,one,high_school,retired,other,white,lower_ii,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,0,1,1,1,0,0,0.6,0,0.25,0.5,0.5,0,0,1,0.6,1,1,0.8,0.6,30,0.4,0.4,0.8,1,0.8,1,0.8,1,1,1,1,1,1,0,1,1,0,5,,,,
Ocean,-812397487,Georgia,Duluth,female,54+,married,zero,university,homemaker,homemaker,white,middle_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,No,Fish,1,1,1,1,1,0,1,0.5,1,1,1,0.5,0,1,1,1,1,0.4,0.4,55,0.8,0.4,1,1,1,0.8,0.8,1,1,0.6,1,1,1,1,1,1,0,6,,,,
Ocean,998005048,New York,The Bronx,female,45 - 54,living_with_partner,two,university,unable_to_work,health_care_and_social_assistance,hispanic,lower_i,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,No,No,None,0,0,1,0,0,0,0.2,0,0,1,0,0,0,0.6,0.6,0.8,0.4,0.4,0.6,90,0.4,0.4,0.8,0.6,0.8,0.2,0.4,0.4,0.4,1,1,0,1,0,0,0,0,2,,,,
Ocean,1061047043,New York,Brooklyn,female,54+,divorced,zero,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_i,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,65,0.2,0.2,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,0,6,,,,
Ocean,80884049,New York,Garden City,male,35 - 44,married,zero,university,employed_for_wages,manufacturing_computer_and_electronics,asian,middle_i,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,I prefer not to say,Wont say,No,No,None,0,0,1,0,0,0,0.2,0,0,0.75,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.6,1,0,0,0,0,0,0,1,,,,
Ocean,-1404715317,New Mexico,Las Vegas,male,54+,single,zero,university,retired,other,white,lower_i,West,Mountain,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,No,No,None,1,1,1,1,1,0,1,1,1,1,0.75,1,0,1,1,1,1,1,1,50,0.2,0.2,1,1,1,0.8,0.8,1,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,-1702609130,Florida,Sun City Center,female,25 - 34,single,zero,high_school,unemployed_looking,homemaker,white,lower_ii,South,South Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",Less than 1-hour drive away / 10 - 59 miles away,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.8,1,0.8,0.8,60,0.4,0.4,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,1752264199,Massachusetts,Wakefield,male,45 - 54,widowed,zero,university,unable_to_work,other,white,lower_i,Northeast,New England,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Strong Left,Left,No,No,None,0,1,1,0,0,0,0.4,0,1,1,0,0,0,1,0.6,0.8,1,1,0.8,100,0.4,0.4,0.2,1,0.8,0.8,0.8,0.8,1,0.8,0,1,0,1,0,0,0,2,,,,
Ocean,1683101967,Texas,Austin,male,25 - 34,married,zero,university,employed_for_wages,other,hispanic,middle_ii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,Yes,Both,0,1,0,0,0,0,0.2,0,0.25,0,0,0,0,1,0.6,1,0.6,0.8,1,65,0.8,0.8,0.8,0.8,0.8,1,0.6,0.8,1,1,0,0,1,1,0,0,0,2,,,,
Ocean,-1534072395,Ohio,Columbus,female,54+,separated,one,university,retired,other,black,lower_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,Yes,No,Fish,0,1,1,1,0,0,0.6,0,0.5,0.75,1,0,0,0.8,0.8,0.6,0.8,0.8,0.8,50,0.6,0.6,0.8,1,1,0.8,1,0.8,1,0.8,0,1,1,1,1,1,0,5,,,,
Ocean,-1036460565,New York,New York,male,54+,married,zero,postgraduate,retired,other,white,lower_ii,Northeast,Middle Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Strong Right,Right,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.6,0.6,1,0.6,0.6,70,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,1,0,,,,
Ocean,-1740703411,North Carolina,Lenoir,female,25 - 34,married,zero,postgraduate,employed_for_wages,software,white,middle_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,0,1,1,1,0,0,0.6,0,1,0.5,0.75,0,0,0.6,0.8,0.8,0.6,0.6,0.4,50,0.6,0.6,0.6,1,1,0.6,0.8,0.8,1,0.4,1,1,0,0,0,1,0,3,,,,
Ocean,-782001234,Texas,Levelland,male,54+,married,two,high_school,retired,other,white,middle_i,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,Yes,No,Fish,0,1,1,1,0,0,0.6,0,0.5,0.5,0.5,0,0,1,0.8,0.8,0.8,0.6,0.8,50,0.6,0.6,0.8,1,0.8,0.8,0.8,1,1,0.8,0,1,1,1,1,0,0,4,,,,
Ocean,-1061069144,Texas,Missouri City,male,54+,married,one,university,employed_for_wages,transportation_and_warehousing,black,middle_ii,South,West South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,0,0,0,1,0,0,0.2,0,0,0,0.5,0,0,0.4,0.4,0.6,0.6,0.4,0.4,75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,1,0,0,0,0,0,0,1,,,,
Ocean,1034644820,New Jersey,East Orange,female,54+,married,zero,university,retired,other,black,lower_ii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,0,1,1,1,0,0,0.6,0,1,1,0.5,0,0,0.6,0.4,0.4,0.6,0.6,0.4,55,0.6,0.4,0.8,0.6,0.8,0.8,0.6,0.8,0.8,0.6,0,1,0,0,0,0,0,1,,,,
Ocean,-267997551,Connecticut,Hamden,female,54+,widowed,zero,university,employed_for_wages,retail,white,lower_ii,Northeast,New England,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Lean Left (Democrat),Left,No,No,None,0,1,1,1,0,0,0.6,0,1,1,1,0,0,1,1,1,1,0.8,1,35,0.4,0.4,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Ocean,270914866,Florida,Miami,female,45 - 54,married,two,university,employed_for_wages,education,black,middle_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",Less than 1-hour drive away / 10 - 59 miles away,Moderate,Moderate,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,55,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0,0,0,0,0,1,,,,
Ocean,-2000839791,Ohio,Milford,male,25 - 34,single,zero,university,other,other,white,prefer_not_to_say,Midwest,East North Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,No,Fish,1,0,1,1,0,0,0.6,0.75,0,1,0.75,0,0,0.8,0.8,0.8,0.8,1,0.6,65,0.6,0.6,0.8,0.8,0.8,0.8,0.6,0.8,0.6,0.8,0,1,0,0,0,0,0,1,,,,
Ocean,1633096996,Kansas,Overland Park,male,35 - 44,married,zero,postgraduate,employed_for_wages,scientific_or_technical_services,white,high_iii,Midwest,West North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,Yes,Hunt,1,1,1,1,1,0,1,0.75,0.75,0.75,0.75,0.75,0,0.8,0.8,0.8,0.8,0.8,0.8,50,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,0.8,1,1,0,0,0,0,0,2,,,,
Ocean,1638524636,New Jersey,Sicklerville,male,45 - 54,prefer_not_to_say,prefer_not_to_say,postgraduate,employed_for_wages,finance_and_insurance,white,prefer_not_to_say,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,No,None,0,1,0,0,0,0,0.2,0,0.25,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.4,35,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0,0,0,1,0,0,0,1,,,,
Ocean,1639714256,Indiana,Vincennes,female,35 - 44,prefer_not_to_say,prefer_not_to_say,postgraduate,employed_for_wages,software,white,prefer_not_to_say,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,1,1,1,1,1,0,1,1,1,1,0.75,0.75,0,0.8,0.8,1,0.8,0.8,1,75,0.4,0.4,0.8,1,1,0.8,0.8,1,1,0.8,0,0,0,1,1,1,0,3,,,,
Ocean,-1334049744,Tennessee,Newport,male,54+,married,one,university,employed_for_wages,construction,white,middle_ii,South,East South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,No,Fish,0,1,1,1,0,0,0.6,0,1,1,1,0,0,0.8,0.8,0.8,1,0.6,0.6,65,0.8,0.4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2,,,,
Ocean,1459241213,Maryland,Annapolis,male,45 - 54,married,prefer_not_to_say,vocational_technical_college,employed_for_wages,other,black,prefer_not_to_say,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,No,Fish,0,1,0,0,0,0,0.2,0,0.25,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,50,0.6,0.6,0.2,0.8,0.6,0.6,0.6,1,0.6,0.6,0,1,0,0,0,0,0,1,,,,
Ocean,553676141,Michigan,Detroit,female,54+,married,one,postgraduate,unemployed_looking,telecommunications,asian,high_i,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,0,1,1,0,0,0,0.4,0,0.75,1,0,0,0,0.6,0.6,0.6,1,0.6,0.4,35,0.6,0.6,0.8,1,0.8,1,0.8,0.8,0.8,0.8,1,1,0,0,1,0,0,3,,,,
